T F7 F3 F4 F8 T3 C3 Cz C4 T5 P3 Pz P4 T6 O1 O2
0.95 -21.48 -17.89 -6.787 2.067 -15.1 -14.56 3.461 -6.292 1.393 -12.4 -15.3 -8.969 -10.61 -4.944 -4.854
0.955 -16 -16.13 -7.281 -1.978 -13.08 -14.97 -9.978 -13.53 1.258 -13.98 -22.34 -10.73 -9.708 -9.169 -4.944
0.96 -8.899 -12.31 -6.876 -6.472 -8.449 -13.08 -22.38 -19.87 0.8989 -14.07 -26.82 -14.86 -9.618 -13.66 -6.292
0.965 -1.708 -7.775 -6.157 -8.719 -3.236 -9.528 -28.58 -23.64 0.2247 -12.57 -28.23 -19.43 -9.258 -17.44 -8.36
0.97 1.888 -4.584 -4.809 -7.236 0.9888 -4.854 -26.47 -21.75 -0.1798 -8.793 -24.8 -19.7 -6.382 -18.25 -8.899
0.975 0.7191 -3.281 -2.607 -3.281 3.551 -0.3146 -17.39 -13.89 0.5393 -2.638 -15.74 -13.37 0 -14.38 -6.022
0.98 -2.697 -2.472 -0.3146 0.3146 4.18 2.292 -5.169 -3.056 1.933 4.397 -3.078 -2.902 8.36 -7.101 -0.3596
0.985 -5.124 -0.3596 1.573 2.022 3.775 3.64 5.978 7.371 2.607 9.497 9.233 6.771 15.19 0.4494 5.843
0.99 -5.034 3.056 2.831 2.427 3.461 5.663 13.44 15.64 2.157 10.82 17.59 12.22 17.53 5.393 9.618
0.995 -2.966 6.157 2.966 2.831 3.91 8.449 16.49 19.69 0.7191 8.793 20.05 13.1 15.28 6.831 9.798
1 0.4494 7.056 1.663 3.416 3.865 9.483 16.09 18.56 -0.9438 5.54 17.59 12.49 11.06 5.933 8.27
1.005 3.236 5.348 -0.1348 3.685 2.517 7.371 13.57 14.83 -2.202 2.902 13.72 13.98 8.18 4.854 7.551
1.01 3.236 2.292 -0.6292 3.461 0.4045 3.685 9.843 12.36 -3.011 1.231 11.34 17.59 6.652 4.854 8.09
1.015 1.258 0.6292 0.3596 3.281 -0.9888 0.4944 5.124 10.97 -3.73 0.1759 10.11 18.38 3.865 5.034 7.011
1.02 1.618 2.292 1.888 3.596 -1.124 -1.303 -0.9438 7.326 -4.899 -1.231 7.386 11.52 -2.607 3.775 1.978
1.025 5.393 6.292 2.697 4.27 -0.2247 -1.483 -7.775 0 -5.978 -3.078 1.935 -1.759 -11.87 1.079 -6.292
1.03 10.07 9.798 2.966 4.18 0.809 -0.3596 -13.57 -8.494 -5.888 -4.66 -4.221 -14.6 -19.51 -1.438 -13.66
1.035 12.49 10.74 2.742 2.112 1.079 0.5843 -16 -14.65 -4.27 -4.924 -7.826 -20.49 -21.48 -2.067 -16.27
1.04 12.4 9.303 2.382 -1.708 -0.1798 -0.2247 -13.21 -16.31 -2.157 -3.869 -7.474 -18.03 -16.45 -1.079 -13.12
1.045 10.43 6.742 2.427 -4.584 -2.337 -1.888 -5.708 -11.91 -0.9438 -2.638 -4.573 -10.38 -7.371 -0.1798 -6.292
1.05 7.011 4 3.775 -3.416 -4.225 -2.157 3.551 -2.067 -1.438 -2.726 -1.935 -2.374 1.348 -0.809 0.1798
1.055 2.966 1.213 5.708 1.708 -4.944 -0.4944 10.47 8.27 -2.831 -4.045 -2.374 2.11 6.742 -3.056 3.865
1.06 -0.08989 -1.618 6.382 6.966 -5.079 0.9438 12.4 13.08 -3.82 -5.188 -6.331 2.638 8.899 -5.933 5.124
1.065 -2.517 -4.719 4.899 8.135 -5.079 0.5393 9.663 10.88 -3.236 -4.836 -11.08 1.759 9.528 -7.73 6.022
1.07 -6.472 -8.18 2.292 4.045 -4.584 -0.9888 5.393 5.169 -0.764 -2.902 -13.37 1.671 9.798 -7.82 7.371
1.075 -12.04 -11.51 -0.3596 -2.876 -3.191 -3.056 2.382 -0.08989 2.292 -0.08793 -12.31 1.935 8.809 -7.101 7.91
1.08 -16.36 -13.84 -2.697 -8.809 -1.573 -5.843 1.663 -3.865 4.225 1.671 -10.46 1.231 5.843 -7.551 5.843
1.085 -16.9 -14.88 -4.36 -10.92 -0.809 -9.348 1.798 -5.393 3.73 0.3517 -9.673 0.1759 1.618 -9.438 1.708
1.09 -14.11 -14.29 -4.764 -8.944 -1.124 -12.04 1.079 -4.539 0.809 -3.869 -9.936 0.5276 -1.888 -11.42 -2.517
1.095 -9.528 -11.87 -4.135 -4.764 -1.753 -12.72 -1.079 -3.236 -2.831 -9.145 -10.2 1.847 -3.506 -11.69 -5.843
1.1 -3.685 -7.371 -3.551 -0.5843 -1.933 -11.64 -3.82 -4.584 -6.112 -12.84 -10.11 1.231 -3.865 -10.34 -8.18
1.105 1.528 -2.112 -3.551 2.427 -1.034 -8.809 -6.022 -8.944 -7.91 -13.63 -10.02 -3.166 -4.764 -8.629 -10.61
1.11 3.596 1.888 -4.135 3.775 0.4944 -4.539 -8 -14.11 -8.494 -12.05 -10.55 -10.82 -7.461 -7.73 -14.02
1.115 2.247 3.416 -6.022 2.337 1.753 -0.8989 -11.24 -19.01 -8.539 -9.497 -12.22 -19.26 -11.51 -8.539 -18.79
1.12 0.4494 3.056 -10.07 -3.146 1.124 -0.4045 -16.72 -24.45 -9.258 -7.738 -14.68 -25.76 -15.28 -10.52 -23.55
1.125 0.4494 1.798 -15.33 -12.13 -1.348 -3.371 -23.6 -29.39 -10.88 -7.562 -16.27 -28.49 -16.81 -12.4 -26.43
1.13 0.809 0.2247 -19.19 -21.35 -4 -7.191 -29.26 -31.28 -12.45 -8.881 -14.95 -27.17 -15.82 -12.13 -25.98
1.135 0.08989 -1.753 -19.78 -26.97 -5.258 -9.528 -30.97 -29.3 -12.54 -9.761 -10.82 -23.39 -12.94 -8.629 -22.02
1.14 -0.809 -3.416 -17.44 -26.61 -5.348 -10.07 -27.37 -24.36 -10.29 -8.617 -4.836 -17.41 -8.27 -2.067 -14.02
1.145 -0.809 -3.506 -12.58 -20.27 -4.944 -8.36 -18.16 -15.64 -6.022 -4.748 2.726 -7.386 -0.809 7.101 -1.708
1.15 0.08989 -0.764 -5.843 -9.258 -3.865 -2.831 -4.225 -1.483 -0.809 1.583 12.22 8.266 9.258 17.35 13.75
1.155 1.888 5.124 2.202 3.461 -1.618 6.427 12.54 16.54 4.135 9.409 22.77 26.2 19.96 26.34 28.31
1.16 4.944 12 9.708 14.11 1.933 16.36 28.63 32.67 7.64 16.88 30.95 39.66 27.33 31.01 37.3
1.165 7.461 16.04 14.92 18.92 5.888 23.24 39.42 41.26 9.663 21.63 32.89 43.18 28.49 29.48 38.02
1.17 6.831 14.25 16.58 15.96 8.944 24.99 41.03 40.45 10.7 22.25 27.35 36.58 23.1 22.47 30.65
1.175 3.685 7.775 13.84 6.787 10.16 21.21 32.85 30.79 11.46 19.26 16.36 23.74 13.3 12.85 18.52
1.18 2.067 1.213 7.685 -3.506 9.573 13.35 18.7 16 11.55 14.25 4.397 10.02 2.787 3.506 5.933
1.185 4.315 -1.393 1.663 -8.315 8.045 5.034 5.213 2.921 10.38 8.442 -3.957 0.4397 -5.124 -3.416 -3.056
1.19 7.73 -0.1348 -0.1348 -3.775 6.652 -0.3596 -2.337 -2.607 7.416 2.286 -6.771 -3.429 -9.258 -7.73 -7.011
1.195 8.719 1.303 2.697 6.921 4.989 -3.461 -3.865 -1.753 2.921 -4.309 -6.067 -3.957 -9.888 -10.61 -6.921
1.2 5.933 -0.4494 6.382 16.04 1.438 -8.045 -3.191 -0.8539 -1.978 -11.26 -6.331 -4.485 -8.449 -13.75 -4.764
1.205 0.5393 -5.933 6.921 17.08 -4.584 -15.33 -4.36 -4 -5.573 -17.59 -9.497 -6.243 -6.202 -16.9 -2.427
1.21 -6.202 -11.82 3.64 10.47 -10.7 -21.84 -8.135 -9.303 -6.292 -21.19 -13.81 -8.442 -4.584 -18.16 -1.079
1.215 -10.97 -13.89 -0.9438 2.157 -13.84 -23.24 -11.78 -13.08 -4.36 -19.7 -16.09 -10.55 -4.674 -15.91 -1.618
1.22 -11.24 -10.47 -3.64 -1.978 -12.9 -18.7 -12.09 -13.39 -1.483 -13.54 -15.3 -12.75 -6.292 -10.16 -3.865
1.225 -8.09 -4.36 -2.427 -0.9438 -9.438 -10.52 -8.449 -9.978 0.3596 -5.452 -11.96 -14.07 -7.73 -2.966 -6.382
1.23 -5.393 -0.4944 1.573 1.528 -6.022 -2.472 -3.73 -4.135 0.5393 0.9673 -7.562 -13.28 -7.461 3.596 -7.64
1.235 -5.393 -0.9888 4.674 0.9888 -4.18 2.157 -1.348 0.3596 0 4.397 -3.429 -10.73 -5.213 7.73 -7.551
1.24 -6.022 -3.91 3.551 -3.416 -3.73 2.337 -2.202 0.8539 0 5.804 0 -7.738 -2.517 8.899 -7.101
1.245 -5.663 -5.798 -1.034 -7.685 -3.191 0.809 -3.775 -0.9438 1.034 6.595 3.781 -4.573 -0.5393 7.91 -6.202
1.25 -4.764 -4.539 -4.989 -6.966 -1.213 1.798 -2.562 -0.8989 2.292 7.65 9.233 -0.2638 0.7191 6.202 -4.494
1.255 -3.416 -0.5843 -5.393 -1.124 1.753 6.157 2.337 2.202 2.202 8.354 15.65 5.452 2.427 4.944 -1.618
1.26 -0.7191 4.404 -2.697 5.438 4.09 10.65 8.809 5.843 -0.08989 7.386 20.4 11.78 5.843 3.775 2.247
1.265 3.955 8.899 1.079 8.09 4.899 12.49 13.44 8.629 -3.596 4.133 21.37 17.41 10.52 2.876 6.472
1.27 8.36 11.96 4.539 6.427 5.213 11.87 14.56 12.04 -5.843 -0.08793 18.82 20.66 14.29 2.966 9.528
1.275 10.7 13.35 6.787 3.685 6.292 9.843 12.85 16.18 -4.944 -2.374 14.25 19.43 14.47 4.584 10.16
1.28 10.43 12.49 7.506 3.056 7.551 6.742 10.16 18.83 -1.034 -1.143 9.409 13.72 10.97 7.461 8.809
1.285 7.191 8.629 7.011 5.079 7.73 3.416 7.865 17.89 3.91 3.341 5.892 6.683 6.292 10.7 7.82
1.29 0.7191 1.888 6.382 7.416 6.247 1.079 5.843 13.66 8.045 8.705 4.485 2.726 3.596 13.48 8.809
1.295 -6.202 -5.213 6.112 7.685 3.955 0.2697 3.101 7.371 10.07 12.57 4.045 3.078 4.135 15.01 11.42
1.3 -8.809 -8.854 6.382 5.483 2.292 -0.1798 -0.4045 1.169 10.2 13.54 2.638 5.54 6.562 15.1 13.57
1.305 -5.303 -7.191 7.685 3.146 1.843 -0.5393 -3.416 -1.258 8.899 11.34 -0.4397 7.826 8.449 13.93 13.66
1.31 1.169 -1.708 10.02 2.742 2.472 -0.08989 -4.449 2.697 7.551 7.298 -2.902 8.793 8.27 12.49 11.33
1.315 6.112 3.91 11.1 4 3.146 1.169 -3.146 9.528 6.966 3.869 -2.638 8.178 5.663 10.79 7.101
1.32 7.73 7.011 7.91 4.315 2.876 2.247 -0.809 11.87 7.506 2.286 0.5276 5.804 1.798 7.91 2.427
1.325 5.303 6.472 0.3596 1.978 1.708 2.607 0.8989 5.888 8.539 2.11 4.573 2.198 -2.607 3.326 -1.528
1.33 -0.7191 3.146 -8.27 -2.067 0.5843 2.697 0.8989 -5.483 8.854 1.407 6.419 -2.198 -6.831 -2.876 -4.494
1.335 -7.551 -1.303 -13.71 -5.708 -0.6292 1.798 -0.9438 -17.17 6.517 -2.022 3.166 -7.826 -11.06 -10.07 -7.461
1.34 -11.24 -5.348 -14.29 -7.73 -2.876 -1.573 -3.955 -25.17 0.8539 -8.09 -5.54 -14.68 -14.47 -17.35 -11.06
1.345 -10.52 -8.045 -11.01 -8.404 -6.337 -6.652 -7.101 -27.1 -7.011 -14.95 -15.56 -20.75 -16.45 -23.01 -14.83
1.35 -8.09 -8.944 -6.202 -8.449 -9.213 -9.663 -9.483 -22.61 -13.44 -18.64 -21.28 -23.21 -16.45 -24.81 -17.62
1.355 -6.112 -7.281 -2.652 -8.449 -9.124 -8.09 -10.61 -15.28 -15.51 -16 -19.35 -21.63 -14.47 -21.39 -18.25
1.36 -4.404 -2.921 -1.978 -8.225 -5.708 -3.281 -10.7 -9.798 -12.27 -7.298 -11.34 -16.97 -10.97 -13.48 -15.73
1.365 -2.607 2.022 -3.64 -7.101 -1.079 1.303 -9.933 -7.146 -5.978 3.254 -1.319 -10.2 -5.393 -3.056 -9.708
1.37 -1.888 4.225 -5.663 -4.674 2.202 3.056 -8.899 -4.584 0.3146 10.99 7.035 -1.495 1.978 6.742 -1.079
1.375 -2.697 1.528 -7.506 -1.528 2.787 0.9438 -8.315 -0.764 4.764 13.63 11.52 7.65 9.978 13.12 7.551
1.38 -3.775 -4.404 -8.989 1.438 1.798 -4 -8.27 2.562 7.191 11.96 11.43 14.16 15.82 14.2 13.12
1.385 -3.955 -9.573 -8.674 4.135 1.348 -7.685 -7.91 4 8.27 8.266 7.914 16.09 17.26 10.88 14.29
1.39 -3.506 -10.16 -4.449 6.876 3.101 -5.978 -5.798 4.225 8.719 4.485 3.166 13.54 13.66 5.573 11.51
1.395 -1.258 -4.719 3.596 9.169 6.067 0.9438 -1.258 3.371 8.225 1.319 -0.9673 7.738 6.921 1.348 6.562
1.4 4.315 4.719 12.13 9.663 7.596 8.989 5.348 1.438 6.202 -1.231 -3.166 1.495 0.809 -0.1798 1.888
1.405 12.49 13.98 16.99 7.73 6.247 14.2 12.54 0.6292 3.281 -2.99 -1.935 -1.495 -1.888 1.438 -0.08989
1.41 18.61 18.92 16.45 4.854 3.551 16.27 18.61 3.865 1.483 -2.814 3.429 0.3517 -0.8989 5.663 1.258
1.415 19.6 18.34 11.73 3.101 2.337 16.36 22.11 10.43 2.112 0.6155 11.17 4.924 1.528 10.97 4.584
1.42 16.18 13.93 5.888 3.506 3.416 15.06 22.65 16 4.584 6.683 17.15 8.442 2.787 15.01 7.91
1.425 10.52 8.045 2.247 5.124 4.944 12.63 20.31 17.66 6.697 12.66 18.64 8.881 2.247 16.09 9.528
1.43 4.404 2.337 1.438 5.933 4.674 9.663 15.1 15.55 6.562 15.74 15.21 7.035 0.9888 13.84 8.539
1.435 -0.5393 -2.382 1.124 3.82 2.022 5.753 6.787 9.933 4.18 14.86 8.002 3.693 -0.08989 8.539 4.315
1.44 -2.247 -5.079 -1.528 -1.124 -1.843 0.2697 -4.27 1.124 0.764 11.08 -1.231 -1.583 -1.079 1.528 -2.337
1.445 -0.9888 -5.528 -6.022 -6.697 -4.719 -5.618 -15.82 -8.404 -2.382 5.804 -10.9 -7.914 -2.966 -5.933 -9.348
1.45 0.6292 -4.809 -8.674 -9.843 -5.079 -9.169 -23.96 -14.02 -4.404 -0.1759 -18.91 -13.45 -6.022 -12.04 -14.29
1.455 1.169 -3.82 -6.921 -9.303 -3.64 -9.618 -25.35 -13.84 -5.663 -5.979 -23.74 -16.18 -9.079 -16.63 -15.91
1.46 1.438 -3.371 -2.202 -6.382 -2.876 -8.854 -19.37 -9.573 -7.281 -10.99 -24.8 -14.33 -9.888 -20.04 -14.29
1.465 1.708 -3.551 1.483 -3.371 -3.91 -8.404 -8.719 -3.461 -9.169 -14.51 -21.81 -7.65 -6.831 -22.38 -10.16
1.47 0.9888 -4.045 1.483 -1.528 -5.348 -7.326 1.978 2.921 -10.38 -15.39 -14.6 1.935 -0.8989 -22.92 -5.124
1.475 -0.9888 -3.281 -2.247 -0.9888 -4.719 -4.36 9.438 7.551 -9.753 -12.66 -4.66 9.673 4.674 -20.67 -0.6292
1.48 -1.618 -0.04494 -7.236 -1.393 -1.124 0.8989 13.71 8.809 -7.101 -6.419 5.54 12.22 7.461 -14.92 2.787
1.485 0.08989 4.989 -9.483 -2.382 3.73 7.596 17.17 8.944 -3.281 1.319 14.86 10.38 7.191 -6.562 5.753
1.49 2.697 9.753 -6.697 -3.461 7.461 14.7 21.57 11.73 0.5843 8.09 22.42 8.617 5.663 2.966 8.629
1.495 4.315 12.09 -0.6742 -4.135 8.539 18.79 25.26 16.63 3.506 12.4 26.64 8.793 4.584 11.24 10.61
1.5 5.213 11.64 4.854 -3.82 7.011 16.76 24.18 18.65 4.944 13.54 24.97 9.057 3.955 15.82 10.43
1.505 5.753 9.483 7.82 -1.753 4.764 9.213 15.82 14.34 5.124 11.87 16.62 6.683 2.787 16.36 8
1.51 5.483 6.787 9.213 2.562 4.404 1.124 2.157 5.393 5.034 8.53 4.133 0.8793 0.08989 14.29 4.045
1.515 4.404 4.584 9.933 7.64 6.697 -3.64 -11.51 -4.494 5.618 5.188 -8.09 -6.507 -3.326 11.24 -0.08989
1.52 3.416 2.742 9.124 10.52 9.303 -5.079 -19.69 -12.31 6.292 2.286 -16.36 -11.78 -5.213 8 -3.416
1.525 1.708 -0.2247 5.573 9.303 8.719 -6.067 -20.81 -15.96 5.798 -0.8793 -19.35 -12.31 -4.674 4.135 -5.573
1.53 -2.427 -5.483 -0.2697 4.449 3.685 -8.584 -17.57 -15.42 2.921 -5.276 -18.03 -8.969 -2.787 -0.8989 -7.101
1.535 -8.449 -11.69 -6.427 -1.393 -4.27 -12.85 -14.2 -13.84 -2.517 -10.55 -15.3 -6.419 -2.966 -7.101 -9.348
1.54 -11.87 -15.69 -9.843 -5.303 -11.42 -17.03 -12.13 -13.8 -8.719 -14.68 -13.28 -8.705 -7.101 -13.12 -12.49
1.545 -9.618 -14.83 -8.27 -5.573 -14.34 -17.62 -9.933 -13.66 -13.03 -15.56 -11.61 -14.07 -13.48 -16.99 -14.83
1.55 -3.326 -9.528 -2.292 -3.191 -11.73 -12.18 -5.618 -9.483 -13.12 -12.4 -8.354 -17.06 -18.07 -16.81 -14.38
1.555 2.697 -3.101 3.506 -1.034 -5.798 -3.461 0 -1.753 -9.393 -6.683 -3.605 -14.16 -17.26 -12.67 -11.06
1.56 5.393 0.3596 3.82 -2.427 -1.079 2.337 3.506 4 -4.674 -1.671 0.1759 -7.211 -11.33 -7.281 -6.112
1.565 2.966 -1.348 -2.652 -7.685 -0.809 1.708 2.067 3.82 -1.933 -0.3517 0.8793 -0.3517 -3.775 -3.146 -1.888
1.57 -3.865 -7.146 -11.96 -13.93 -4.315 -3.191 -3.91 -0.764 -2.337 -3.341 -0.8793 3.254 1.438 -1.798 0.08989
1.575 -11.33 -12.76 -18.43 -17.3 -8.315 -7.955 -10.56 -5.663 -4.629 -8.002 -2.99 2.902 2.607 -2.697 -0.6292
1.58 -14.02 -14.02 -18.7 -15.87 -10.43 -10.11 -13.71 -7.416 -7.101 -11.52 -4.045 0.6155 1.258 -4.854 -2.697
1.585 -10.07 -10.29 -13.03 -10.2 -10.16 -9.798 -12 -4.764 -8.449 -12.93 -4.045 -0.7914 0.1798 -7.011 -4.045
1.59 -3.416 -4.18 -4.27 -2.427 -8.584 -8.135 -7.596 0.7191 -8.989 -13.19 -3.869 -0.6155 0.6292 -7.73 -3.775
1.595 1.888 0.5393 3.371 5.034 -7.011 -6.787 -4.045 3.865 -8.944 -13.28 -4.748 -0.9673 1.438 -6.382 -2.697
1.6 4.584 2.562 6.697 10.56 -5.933 -6.337 -3.685 0.1798 -8.494 -12.75 -6.419 -3.517 0.6292 -3.416 -1.708
1.605 4.854 2.472 5.483 13.62 -4.494 -5.618 -5.708 -8.854 -6.652 -10.55 -6.859 -6.859 -1.888 0.6292 -1.258
1.61 2.607 1.393 1.978 14.11 -1.753 -2.697 -7.955 -16.49 -2.517 -5.892 -3.869 -7.123 -3.955 4.764 -0.6292
1.615 -1.618 0.2697 -1.798 11.1 2.157 1.843 -8.36 -17.8 3.236 0.6155 1.935 -3.341 -3.865 7.64 0.2697
1.62 -5.034 -0.5843 -4.944 4.18 5.483 4.854 -6.022 -12.94 8.404 7.123 7.298 1.759 -1.438 8.36 0.809
1.625 -5.573 -0.8539 -6.382 -4.584 6.921 5.348 -1.034 -4.27 10.7 11.08 9.673 4.573 1.438 7.101 0.8989
1.63 -3.146 0 -4.539 -11.01 7.191 5.528 5.258 5.708 9.528 11.87 8.881 3.869 2.876 5.483 0.3596
1.635 1.348 2.562 0.4045 -11.15 7.416 7.146 10.56 12.94 6.247 10.29 5.979 0.9673 2.157 4.674 -0.6292
1.64 7.011 6.157 6.247 -5.258 7.461 8.764 12.09 13.39 2.472 7.474 1.847 -2.022 0.5393 4.584 -1.169
1.645 10.7 8.045 9.843 2.517 6.157 7.596 8.629 7.281 -0.3146 3.781 -2.902 -2.726 0.08989 4.045 -0.3596
1.65 7.73 5.438 9.348 7.056 2.787 2.876 1.708 -0.2697 -1.618 -0.4397 -6.683 -0.08793 1.798 2.876 2.067
1.655 -1.438 -1.528 4.719 5.888 -1.843 -3.865 -4.449 -4.539 -1.213 -4.045 -7.562 4.309 4.584 1.888 5.573
1.66 -11.06 -8.944 -2.247 0.8539 -5.708 -9.798 -5.663 -4.18 0 -5.364 -4.133 8.53 7.371 2.067 9.438
1.665 -14.92 -11.82 -7.73 -3.236 -6.562 -10.88 -0.4494 0.1348 1.663 -3.693 3.429 12.75 9.978 4.045 13.57
1.67 -11.69 -8.36 -8.539 -2.966 -3.596 -4.989 8.899 6.652 3.281 0.08793 13.28 17.32 12.31 7.191 17.53
1.675 -4.045 -0.764 -4.674 0.9438 1.438 5.124 17.39 11.28 4.404 4.573 21.02 20.4 13.75 9.888 19.33
1.68 4.135 6.607 0.7191 4.225 5.528 13.26 21.17 10.34 4.764 7.474 21.98 18.29 12.58 9.888 17.17
1.685 9.438 10.2 5.034 4.27 6.517 15.19 19.37 4.989 4.09 7.65 15.04 9.761 7.461 6.742 10.34
1.69 9.528 9.483 8.18 2.652 4.899 11.37 13.71 -0.3596 2.607 5.364 3.517 -2.462 -1.079 1.528 0.4494
1.695 5.573 6.472 11.1 3.281 2.292 4.27 6.022 -3.685 0.809 1.671 -8.705 -13.98 -10.52 -3.955 -9.978
1.7 1.798 3.64 13.93 7.775 -0.2697 -4.27 -2.292 -6.876 -1.079 -2.374 -18.73 -21.54 -17.08 -9.079 -17.62
1.705 -0.7191 1.483 15.28 13.66 -2.697 -12 -10.16 -10.56 -2.966 -6.243 -24.45 -22.95 -18.16 -13.39 -19.96
1.71 -3.685 -1.124 13.62 16.09 -4.36 -15.73 -15.33 -11.78 -4.225 -8.793 -24.09 -17.85 -13.75 -15.55 -16.54
1.715 -7.281 -4.449 7.91 11.82 -4.36 -13.57 -14.97 -7.506 -3.955 -8.354 -16.62 -7.826 -5.933 -14.11 -9.079
1.72 -8.27 -6.247 -0.3146 2.022 -2.427 -6.337 -7.416 2.427 -2.247 -4.045 -3.605 4.309 2.697 -8.809 0.2697
1.725 -4.315 -4.27 -6.742 -8.27 0.7191 3.461 5.708 15.73 0.08989 2.814 11.52 16.53 10.52 -1.348 9.888
1.73 2.247 1.169 -6.742 -13.62 3.775 12.76 19.46 28.22 2.112 9.145 23.57 26.2 16.36 5.843 17.44
1.735 7.461 6.966 -0.764 -13.03 4.854 17.57 27.82 33.66 3.146 12.49 28.14 29.37 18.61 10.34 20.58
1.74 8.449 9.438 5.753 -9.618 3.191 15.1 27.37 27.33 3.73 12.57 23.74 23.04 16.36 10.97 17.89
1.745 4.674 6.787 7.101 -6.697 0.04494 7.056 18.61 11.6 4.36 10.64 13.37 9.321 10.52 9.169 11.06
1.75 -1.978 0.4494 2.202 -4.899 -2.022 -0.8989 5.573 -5.124 5.528 8.53 2.99 -5.188 3.326 7.371 3.685
1.755 -7.281 -5.438 -5.348 -2.921 -1.438 -4.674 -7.011 -16.27 6.697 7.211 -3.869 -14.51 -1.888 7.101 -0.9888
1.76 -7.191 -7.281 -10.38 -0.3596 0.4944 -4.449 -16.13 -20.45 6.472 5.892 -7.738 -17.23 -3.596 7.191 -1.978
1.765 -2.337 -4.539 -9.708 1.798 1.303 -2.517 -20.22 -19.01 4.27 3.254 -10.38 -14.86 -2.337 6.202 -0.5393
1.77 2.067 0 -4.18 2.022 -0.1348 -0.3596 -19.37 -13.3 0.4494 -0.9673 -11.96 -10.38 -0.4494 3.865 0.7191
1.775 2.697 3.506 1.573 -0.08989 -2.876 1.034 -14.65 -5.888 -3.146 -5.188 -11.08 -6.067 0.1798 1.348 -0.2697
1.78 1.258 5.124 3.146 -2.921 -5.079 1.213 -7.551 0.04494 -5.483 -7.474 -6.771 -2.462 -0.3596 -0.6292 -2.517
1.785 0.8989 5.798 0.764 -4.135 -5.213 0.9438 -0.04494 3.865 -6.337 -7.474 0.6155 1.671 -0.4494 -1.618 -3.506
1.79 1.978 6.337 -1.708 -2.472 -3.056 1.753 6.247 6.966 -6.202 -5.804 8.705 7.035 0.7191 -1.978 -1.348
1.795 3.146 6.517 -1.303 0.809 0 3.551 10.29 9.258 -5.034 -3.078 14.07 11.08 1.888 -2.247 2.337
1.8 3.236 5.528 1.079 3.281 2.202 4.584 11.96 9.258 -2.607 1.055 14.51 10.82 1.348 -2.607 4.854
1.805 1.079 2.517 3.146 4.045 2.876 4.27 12.09 7.596 0.9888 6.243 10.9 6.947 -1.438 -1.978 4.764
1.81 -3.416 -1.888 3.326 4.045 2.966 4.09 11.15 7.236 5.303 10.99 6.331 3.078 -4.764 0 2.876
1.815 -7.64 -5.528 2.472 4 3.685 4.539 8.899 8.539 8.449 13.19 2.55 1.583 -6.472 2.697 0.8989
1.82 -7.281 -5.438 2.067 3.056 4.809 4.494 4.899 8.494 8.719 10.9 -0.9673 1.583 -5.663 4.225 -0.3596
1.825 -0.9888 -0.9438 3.416 0.3146 5.213 3.191 -0.5393 5.169 5.618 4.309 -4.836 0.5276 -3.506 3.236 -0.8989
1.83 7.82 5.618 6.472 -3.011 4.629 1.798 -5.798 0.04494 0.9438 -4.133 -7.826 -2.11 -1.618 0.4494 -1.798
1.835 14.65 10.88 8.674 -4.135 3.191 1.079 -8.719 -4.764 -2.787 -10.64 -8.53 -5.628 -0.4494 -2.607 -3.416
1.84 17.26 12.54 6.831 -0.9438 1.303 0.4944 -8.09 -7.775 -4.09 -13.1 -6.947 -7.474 1.169 -4.944 -4.674
1.845 14.92 10.29 1.034 5.213 -0.9888 -0.4045 -4.719 -7.371 -4.09 -12.75 -4.221 -4.924 4.854 -6.202 -3.326
1.85 7.371 5.348 -5.933 9.933 -3.551 -1.393 -0.8539 -3.371 -4.404 -12.13 -1.495 1.759 9.978 -6.382 0.809
1.855 -3.236 -0.04494 -10.61 8.854 -6.382 -2.652 0.9438 1.034 -6.247 -11.96 0.3517 8.705 13.57 -5.303 5.124
1.86 -12.04 -4 -11.69 1.798 -9.393 -4.809 0 1.528 -9.034 -11.08 1.671 11.17 12.58 -3.416 6.562
1.865 -15.19 -5.888 -9.169 -6.292 -11.46 -7.056 -2.427 -1.528 -10.79 -7.474 3.781 8.617 7.191 -0.4494 4.045
1.87 -12.76 -6.247 -3.955 -9.258 -10.74 -7.416 -4.135 -3.416 -9.618 -0.8793 7.123 4.485 0.1798 3.236 -0.2697
1.875 -6.831 -5.528 1.438 -5.483 -6.337 -5.348 -4.27 -1.663 -5.034 7.211 10.11 1.671 -4.854 7.011 -3.685
1.88 0.2697 -3.91 4.09 0.3596 0.4494 -3.011 -3.865 0.8539 0.9888 13.72 9.849 0.08793 -6.831 9.528 -4.584
1.885 5.573 -2.292 2.787 2.247 7.191 -1.933 -4.494 0.5393 6.292 16.44 5.628 -1.407 -7.101 10.34 -3.596
1.89 5.933 -1.843 -0.7191 -1.348 11.87 -1.753 -6.607 -2.787 9.528 15.3 0.2638 -3.429 -7.91 9.528 -2.697
1.895 1.618 -3.416 -4 -6.022 13.44 -1.663 -8.809 -6.742 11.15 12.31 -3.166 -5.716 -9.708 7.101 -3.596
1.9 -3.506 -6.382 -5.618 -5.843 11.78 -2.157 -9.169 -7.955 11.51 9.233 -3.869 -7.211 -10.79 2.787 -5.843
1.905 -6.472 -9.393 -5.169 1.079 7.82 -3.596 -6.562 -3.596 10.88 5.804 -3.166 -6.155 -8.629 -3.146 -7.011
